,COMPETITION,SEASON,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
1849,ESP-La Liga,2223,2022-10-08 Sevilla-Athletic Club,89,Raúl García,Athletic Club,0.06,,Off Target,15,Left Foot,,Ander Herrera,Pass (Live),Iker Muniain,Pass (Live)
1850,ESP-La Liga,2223,2022-10-08 Sevilla-Athletic Club,90+6,Érik Lamela,Sevilla,0.13,,Blocked,21,Left Foot,Free kick,Érik Lamela,Fouled,,
1851,ESP-La Liga,2223,2022-10-08 Sevilla-Athletic Club,90+6,Nemanja Gudelj,Sevilla,0.06,,Off Target,11,Head,,Marcos Acuña,Pass (Dead),Érik Lamela,Shot
1852,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,7,Ferrán Torres,Barcelona,0.36,,Off Target,8,Right Foot,,Jordi Alba,Pass (Live),Gavi,Pass (Live)
1853,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,10,Raphinha,Barcelona,0.01,0.08,Saved,33,Left Foot,,Jordi Alba,Pass (Dead),Gavi,Fouled
1854,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,11,Robert Lewandowski,Barcelona,0.06,,Off Target,10,Head,,Raphinha,Pass (Dead),Raphinha,Shot
1855,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,12,Robert Lewandowski,Barcelona,0.12,0.04,Saved,9,Head,,Gavi,Pass (Live),Gerard Piqué,Pass (Live)
1856,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,13,Ferrán Torres,Barcelona,0.1,0.11,Saved,16,Right Foot,,Sergio Busquets,Pass (Live),Gerard Piqué,Pass (Live)
1857,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,13,Raphinha,Barcelona,0.17,,Off Target,9,Right Foot,,Ferrán Torres,Shot,,
1858,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,17,Pedri,Barcelona,0.74,0.98,Goal,3,Left Foot,Volley,Jordi Alba,Pass (Live),Ferrán Torres,Pass (Live)
1859,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,19,Alejandro Balde,Barcelona,0.02,,Off Target,30,Left Foot,,Robert Lewandowski,Pass (Live),Ferrán Torres,Pass (Live)
1860,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,22,Ferrán Torres,Barcelona,0.04,,Blocked,15,Right Foot,,Jordi Alba,Pass (Live),Sergio Busquets,Pass (Live)
1861,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,23,Jordi Alba,Barcelona,0.06,,Off Target,13,Left Foot,,Sergio Busquets,Pass (Live),Gavi,Pass (Live)
1862,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,45,Gerard Piqué,Barcelona,0.18,,Off Target,6,Head,,Raphinha,Pass (Dead),Alejandro Balde,Pass (Live)
1863,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,45+1,Iago Aspas,Celta Vigo,0.07,,Blocked,14,Left Foot,,Iago Aspas,Pass (Live),Franco Cervi,Pass (Live)
1864,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,45+1,Jørgen Strand Larsen,Celta Vigo,0.1,,Off Target,10,Head,,Fran Beltrán,Pass (Live),Franco Cervi,Pass (Live)
1865,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,47,Óscar Rodríguez Arnaiz,Celta Vigo,0.28,,Off Target,14,Right Foot,,Iago Aspas,Pass (Live),Óscar Rodríguez Arnaiz,Pass (Live)
1866,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,54,Gerard Piqué,Barcelona,0.12,,Off Target,11,Right Foot,Volley,Jordi Alba,Pass (Live),Marcos Alonso,Pass (Live)
1867,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,56,Gabriel Veiga,Celta Vigo,0.16,,Off Target,9,Right Foot,,Óscar Rodríguez Arnaiz,Pass (Live),Óscar Rodríguez Arnaiz,Pass (Live)
1868,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,56,Óscar Rodríguez Arnaiz,Celta Vigo,0.27,,Blocked,9,Right Foot,,Gabriel Veiga,Shot,,
1869,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,59,Gabriel Veiga,Celta Vigo,0.07,,Blocked,22,Right Foot,,Óscar Rodríguez Arnaiz,Pass (Live),,
1870,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,66,Óscar Rodríguez Arnaiz,Celta Vigo,0.04,,Off Target,30,Right Foot,Free kick,Jørgen Strand Larsen,Fouled,Gabriel Veiga,Pass (Live)
1871,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,83,Ousmane Dembélé,Barcelona,0.04,0.08,Saved,20,Left Foot,,Robert Lewandowski,Pass (Live),Ansu Fati,Pass (Live)
1872,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,84,Iago Aspas,Celta Vigo,0.31,0.4,Saved,12,Right Foot,,Gonçalo Paciência,Pass (Live),Hugo Mallo,Pass (Live)
1873,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,84,Carles Pérez,Celta Vigo,0.03,,Blocked,27,Left Foot,Volley,Iago Aspas,Shot,,
1874,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,84,Hugo Mallo,Celta Vigo,0.07,,Off Target,14,Right Foot,,Gonçalo Paciência,Pass (Live),Carles Pérez,Shot
1875,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,90,Óscar Rodríguez Arnaiz,Celta Vigo,0.05,,Blocked,16,Right Foot,Volley,Gonçalo Paciência,Take-On,Javi Galán,Pass (Dead)
1876,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,90,Hugo Mallo,Celta Vigo,0.05,0.1,Saved,8,Head,,Óscar Rodríguez Arnaiz,Shot,,
1877,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,90+1,Gonçalo Paciência,Celta Vigo,0.06,,Blocked,29,Right Foot,,Carles Pérez,Pass (Live),Óscar Rodríguez Arnaiz,Pass (Live)
1878,ESP-La Liga,2223,2022-10-09 Barcelona-Celta Vigo,90+3,Unai Núñez,Celta Vigo,0.03,0.03,Saved,10,Head,,Óscar Rodríguez Arnaiz,Pass (Dead),Carles Pérez,Fouled
1879,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,1,Rubén Sobrino,Cádiz,0.01,,Off Target,14,Head,,Joseba Zaldúa,Pass (Live),Iván Alejo,Pass (Live)
1880,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,21,Luis Hernández,Cádiz,0.02,,Off Target,12,Head,,Rubén Alcaraz,Pass (Dead),Rubén Alcaraz,Pass (Live)
1881,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,26,Luis Hernández,Cádiz,0.0,,Off Target,12,Head,,Álvaro Negredo,Pass (Live),Rubén Alcaraz,Pass (Dead)
1882,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,41,Víctor Chust,Cádiz,0.8,0.98,Goal,4,Right Foot,,Fede San Emeterio,Pass (Live),Rubén Alcaraz,Pass (Live)
1883,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,50,Leandro Cabrera,Espanyol,0.07,,Off Target,10,Head,,Sergi Darder,Pass (Dead),Sergi Darder,Pass (Live)
1884,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,51,Joselu,Espanyol,0.25,0.48,Goal,8,Head,,Brian Oliván,Pass (Live),Edu Expósito,Pass (Live)
1885,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,55,Javi Puado,Espanyol,0.24,0.22,Saved,9,Left Foot,,Aleix Vidal,Pass (Live),Aleix Vidal,Take-On
1886,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,63,Javi Puado,Espanyol,0.08,0.12,Saved,14,Right Foot,,Edu Expósito,Pass (Live),Sergi Darder,Pass (Live)
1887,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,64,Leandro Cabrera,Espanyol,0.06,,Off Target,13,Head,,Sergi Darder,Pass (Dead),Javi Puado,Shot
1888,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,67,Joselu,Espanyol,0.39,0.49,Goal,10,Right Foot,,Edu Expósito,Pass (Live),Vinicius Souza,Pass (Live)
1889,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,71,Edu Expósito,Espanyol,0.02,,Off Target,30,Left Foot,,Joselu,Pass (Live),,
1890,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,73,Rubén Alcaraz,Cádiz,0.06,,Off Target,21,Right Foot,,Rubén Sobrino,Pass (Live),Lucas Pérez,Pass (Live)
1891,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,76,Joselu,Espanyol,0.14,0.12,Saved,12,Left Foot,,Vinicius Souza,Pass (Live),Vinicius Souza,Take-On
1892,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,78,Lucas Pérez,Cádiz,0.25,0.44,Goal,10,Left Foot,,Alfonso Espino,Pass (Live),Álex Fernández,Pass (Live)
1893,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,84,Edu Expósito,Espanyol,0.02,0.03,Saved,31,Right Foot,,Brian Oliván,Pass (Live),José Carlos Lazo,Pass (Live)
1894,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,89,Álex Fernández,Cádiz,0.07,0.05,Saved,7,Right Foot,Volley,Brian Ocampo,Pass (Live),José Mari,Pass (Live)
1895,ESP-La Liga,2223,2022-10-09 Cádiz-Espanyol,90+4,Lucas Pérez,Cádiz,0.05,,Woodwork,24,Left Foot,Free kick,Rubén Sobrino,Fouled,José Mari,Pass (Live)
1896,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,8,Jon Pacheco,Real Sociedad,0.01,,Blocked,10,Head,,,,,
1897,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,9,Alex Sola,Real Sociedad,0.02,0.12,Saved,32,Right Foot,Deflected,David Silva,Pass (Live),,
1898,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,13,Brais Méndez,Real Sociedad,0.04,,Off Target,24,Left Foot,,Alex Sola,Pass (Live),Mikel Merino,Pass (Live)
1899,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,21,Aritz Elustondo,Real Sociedad,0.02,,Off Target,14,Head,,Brais Méndez,Pass (Dead),Mikel Merino,Pass (Live)
1900,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,24,Brais Méndez,Real Sociedad,0.01,0.08,Saved,15,Left Foot,,,,,
1901,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,27,Brais Méndez,Real Sociedad,0.02,,Blocked,28,Left Foot,,Mikel Merino,Pass (Live),Jon Pacheco,Pass (Dead)
1902,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,30,Martín Zubimendi,Real Sociedad,0.08,,Off Target,15,Left Foot,,Martín Zubimendi,Pass (Live),Mikel Merino,Pass (Live)
1903,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,31,Takefusa Kubo,Real Sociedad,0.07,,Blocked,12,Left Foot,,David Silva,Pass (Live),Aihen Muñoz,Pass (Live)
1904,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,33,Brais Méndez,Real Sociedad,0.09,0.15,Goal,9,Left Foot,,Mikel Merino,Pass (Live),David Silva,Pass (Live)
1905,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,36,Mikel Merino,Real Sociedad,0.1,,Blocked,15,Left Foot,,Mikel Merino,Take-On,Brais Méndez,Pass (Live)
1906,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,51,David Silva,Real Sociedad,0.22,,Off Target,8,Head,,Takefusa Kubo,Pass (Live),Takefusa Kubo,Take-On
1907,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,51,Alexander Sørloth,Real Sociedad,0.3,,Off Target,5,Right Foot,,David Silva,Shot,,
1908,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,54,José Luis Morales,Villarreal,0.09,,Off Target,14,Right Foot,,José Luis Morales,Take-On,Daniel Parejo,Pass (Live)
1909,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,59,Alexander Sørloth,Real Sociedad,0.18,0.36,Saved,16,Left Foot,,David Silva,Pass (Live),Brais Méndez,Pass (Live)
1910,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,59,Alexander Sørloth,Real Sociedad,0.08,0.55,Saved,6,Right Foot,Volley,Alexander Sørloth,Shot,,
1911,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,60,Martín Zubimendi,Real Sociedad,0.01,,Off Target,29,Right Foot,Volley,Aihen Muñoz,Pass (Live),Brais Méndez,Pass (Live)
1912,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,66,Takefusa Kubo,Real Sociedad,0.02,,Blocked,31,Left Foot,Free kick,Takefusa Kubo,Fouled,Mikel Merino,Pass (Dead)
1913,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,68,Mikel Merino,Real Sociedad,0.06,,Blocked,12,Left Foot,,Aihen Muñoz,Pass (Live),Brais Méndez,Pass (Dead)
1914,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,73,Étienne Capoue,Villarreal,0.01,,Off Target,33,Right Foot,,Alfonso Pedraza,Pass (Live),Pau Torres,Pass (Live)
1915,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,85,José Luis Morales,Villarreal,0.03,,Blocked,25,Right Foot,,Alex Baena,Pass (Live),Daniel Parejo,Pass (Live)
1916,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,88,Alex Baena,Villarreal,0.05,,Blocked,15,Left Foot,,Samuel Chukwueze,Pass (Live),Nicolas Jackson,Pass (Live)
1917,ESP-La Liga,2223,2022-10-09 Real Sociedad-Villarreal,90+3,José Luis Morales,Villarreal,0.03,0.24,Saved,12,Right Foot,,Samuel Chukwueze,Pass (Live),Raúl Albiol,Pass (Live)
1918,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,1,Borja Iglesias,Betis,0.18,,Off Target,6,Left Foot,,Sergio Canales,Pass (Live),Rodri,Pass (Live)
1919,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,5,Iván Sánchez,Valladolid,0.03,,Blocked,29,Left Foot,,Joaquín Fernández,Pass (Live),Kike Pérez,Pass (Live)
1920,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,9,Sergio León,Valladolid,0.05,,Off Target,27,Left Foot,,,,,
1921,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,13,Roque Mesa,Valladolid,0.02,,Off Target,29,Right Foot,,Sergio Escudero,Pass (Live),Roque Mesa,Pass (Live)
1922,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,24,Borja Iglesias,Betis,0.07,,Off Target,14,Left Foot,,Luiz Henrique,Pass (Live),Sergio Canales,Pass (Live)
1923,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,37,Sergio Escudero,Valladolid,0.05,,Blocked,29,Left Foot,Free kick,Óscar Plano,Fouled,Iván Fresneda,Pass (Live)
1924,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,41,Sergio León,Valladolid,0.18,0.11,Saved,10,Head,,Sergio Escudero,Pass (Live),Álvaro Aguado,Pass (Live)
1925,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,47,Iván Sánchez,Valladolid,0.04,0.05,Saved,24,Left Foot,,Roque Mesa,Pass (Live),Óscar Plano,Pass (Live)
1926,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,49,Sergio Escudero,Valladolid,0.02,,Off Target,30,Left Foot,,Roque Mesa,Pass (Live),Álvaro Aguado,Pass (Live)
1927,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,55,Sergio León,Valladolid,0.03,,Blocked,14,Right Foot,,Iván Sánchez,Pass (Live),Roque Mesa,Pass (Live)
1928,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,56,Iván Sánchez,Valladolid,0.04,,Off Target,31,Left Foot,,,,,
1929,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,60,Sergio Canales,Betis,0.26,0.47,Saved,11,Left Foot,,Borja Iglesias,Pass (Live),Sergio Canales,Pass (Live)
1930,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,65,Iván Sánchez,Valladolid,0.03,,Off Target,22,Left Foot,,Roque Mesa,Pass (Live),Iván Sánchez,Pass (Live)
1931,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,68,Guido Rodríguez,Betis,0.03,,Blocked,21,Right Foot,,,,,
1932,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,89,Sergi Guardiola,Valladolid,0.07,0.03,Saved,13,Left Foot,Deflected,Zouhair Feddal,Pass (Live),Kike Pérez,Pass (Live)
1933,ESP-La Liga,2223,2022-10-09 Valladolid-Betis,90,Sergi Guardiola,Valladolid,0.04,,Off Target,6,Head,,Sergio Escudero,Pass (Live),Monchu,Pass (Live)
1934,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,1,Vedat Muriqi,Mallorca,0.31,0.32,Saved,11,Left Foot,Volley,Iñigo Ruiz de Galarreta,Pass (Live),Pablo Maffeo,Pass (Live)
1935,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,2,Copete,Mallorca,0.16,,Off Target,7,Head,,Lee Kang-in,Pass (Dead),Vedat Muriqi,Shot
1936,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,12,Vedat Muriqi (pen),Mallorca,0.79,0.98,Saved,13,Left Foot,,Antonio Sánchez,Fouled,Iñigo Ruiz de Galarreta,Pass (Live)
1937,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,13,Copete,Mallorca,0.48,,Off Target,3,Head,,Lee Kang-in,Pass (Dead),,
1938,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,15,Ezequiel Ponce,Elche,0.05,0.54,Goal,12,Head,,Gerard Gumbau,Pass (Dead),,
1939,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,18,Vedat Muriqi,Mallorca,0.02,,Blocked,18,Left Foot,,Braian Cufré,Pass (Live),Lee Kang-in,Pass (Live)
1940,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,18,Iddrisu Baba,Mallorca,0.02,,Off Target,30,Right Foot,,Vedat Muriqi,Shot,,
1941,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,21,Gerard Gumbau,Elche,0.04,,Blocked,29,Left Foot,,Roger Martí,Pass (Live),Omar Mascarell,Pass (Live)
1942,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,45+3,Braian Cufré,Mallorca,0.02,,Blocked,23,Right Foot,,Iñigo Ruiz de Galarreta,Pass (Live),Lee Kang-in,Pass (Live)
1943,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,49,Antonio Raillo,Mallorca,0.04,0.24,Saved,12,Head,Deflected,Lee Kang-in,Pass (Dead),Iddrisu Baba,Fouled
1944,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,67,Braian Cufré,Mallorca,0.03,,Off Target,27,Left Foot,,Iñigo Ruiz de Galarreta,Pass (Live),Pablo Maffeo,Pass (Live)
1945,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,71,Vedat Muriqi (pen),Mallorca,0.79,0.99,Goal,13,Left Foot,,Antonio Raillo,Fouled,Martin Valjent,Fouled
1946,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,79,Pedro Bigas,Elche,0.03,0.05,Saved,14,Head,,Pol Lirola,Pass (Live),Domingos Quina,Pass (Dead)
1947,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,82,Ángel Rodríguez,Mallorca,0.07,,Blocked,12,Left Foot,,Vedat Muriqi,Pass (Live),Iñigo Ruiz de Galarreta,Pass (Live)
1948,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,87,Pere Milla,Elche,0.13,,Off Target,9,Head,,Domingos Quina,Pass (Live),Gerard Gumbau,Pass (Dead)
1949,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,89,Pere Milla,Elche,0.16,,Off Target,8,Head,,Roger Martí,Pass (Live),Pedro Bigas,Pass (Live)
1950,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,90+7,Domingos Quina,Elche,0.03,,Off Target,30,Right Foot,,Omar Mascarell,Pass (Live),Pol Lirola,Pass (Live)
1951,ESP-La Liga,2223,2022-10-10 Elche-Mallorca,90+10,Gonzalo Verdú,Elche,0.09,,Blocked,25,Right Foot,Free kick,Roger Martí,Fouled,Gonzalo Verdú,Pass (Live)
1952,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,3,Óscar Valentín,Rayo Vallecano,0.01,,Off Target,31,Right Foot,,Catena,Pass (Live),Florian Lejeune,Pass (Live)
1953,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,5,Sergio Camello,Rayo Vallecano,0.05,,Blocked,15,Left Foot,,Álvaro García,Pass (Live),Óscar Trejo,Pass (Live)
1954,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,6,Álvaro García,Rayo Vallecano,0.02,,Blocked,31,Right Foot,,,,,
1955,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,7,Isaac Palazón Camacho,Rayo Vallecano,0.07,,Blocked,20,Left Foot,,Óscar Trejo,Pass (Live),Óscar Trejo,Take-On
1956,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,7,Santi Comesaña,Rayo Vallecano,0.04,,Off Target,23,Right Foot,,Isaac Palazón Camacho,Shot,,
1957,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,10,Carles Aleñá,Getafe,0.02,0.11,Saved,35,Left Foot,,Enes Ünal,Pass (Live),Damián Suárez,Pass (Live)
1958,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,19,Óscar Valentín,Rayo Vallecano,0.02,,Blocked,31,Right Foot,,Isaac Palazón Camacho,Fouled,Florian Lejeune,Pass (Live)
1959,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,26,Nemanja Maksimović,Getafe,0.14,0.16,Saved,9,Head,,Damián Suárez,Pass (Live),Enes Ünal,Pass (Live)
1960,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,35,Óscar Trejo,Rayo Vallecano,0.11,,Off Target,6,Head,,Isaac Palazón Camacho,Pass (Dead),,
1961,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,43,Florian Lejeune,Rayo Vallecano,0.1,,Blocked,26,Right Foot,Free kick,,Fouled,Óscar Trejo,Pass (Live)
1962,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,47,Fran Garcia,Rayo Vallecano,0.03,0.03,Saved,29,Left Foot,Deflected,Florian Lejeune,Pass (Live),Isaac Palazón Camacho,Pass (Live)
1963,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,51,Álvaro García,Rayo Vallecano,0.19,,Off Target,5,Left Foot,,Isaac Palazón Camacho,Pass (Live),Catena,Pass (Live)
1964,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,52,Isaac Palazón Camacho,Rayo Vallecano,0.05,,Blocked,30,Left Foot,,Santi Comesaña,Pass (Live),Óscar Trejo,Pass (Live)
1965,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,53,Óscar Trejo (pen),Rayo Vallecano,0.79,0.98,Saved,13,Right Foot,,,Fouled,Isaac Palazón Camacho,Shot
1966,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,56,Óscar Trejo,Rayo Vallecano,0.08,,Blocked,18,Right Foot,,Sergio Camello,Pass (Live),Óscar Valentín,Pass (Live)
1967,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,56,Florian Lejeune,Rayo Vallecano,0.01,,Blocked,33,Right Foot,,Fran Garcia,Pass (Live),Óscar Trejo,Shot
1968,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,67,Borja Mayoral,Getafe,0.15,,Blocked,7,Right Foot,,Enes Ünal,Pass (Live),Damián Suárez,Pass (Dead)
1969,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,67,Enes Ünal,Getafe,0.13,,Blocked,9,Right Foot,Volley,Borja Mayoral,Shot,,
1970,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,67,Ángel Algobia,Getafe,0.01,,Off Target,35,Right Foot,,Luis Milla,Pass (Live),Carles Aleñá,Pass (Live)
1971,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,73,Isaac Palazón Camacho,Rayo Vallecano,0.03,,Off Target,20,Left Foot,,Óscar Trejo,Pass (Live),Unai López,Pass (Live)
1972,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,78,Radamel Falcao,Rayo Vallecano,0.03,0.19,Saved,30,Right Foot,,Pep Chavarría,Pass (Live),Óscar Trejo,Pass (Live)
1973,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,90+3,Óscar Valentín,Rayo Vallecano,0.03,,Blocked,13,Left Foot,,Fran Garcia,Pass (Live),Óscar Valentín,Pass (Live)
1974,ESP-La Liga,2223,2022-10-14 Rayo Vallecano-Getafe,90+4,Iglesias,Getafe,0.02,0.3,Saved,32,Right Foot,,Luis Milla,Pass (Live),,
1975,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,5,Iñaki Williams,Athletic Club,0.22,,Off Target,9,Head,,Iker Muniain,Pass (Dead),Iker Muniain,Fouled
1976,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,16,Álex Berenguer,Athletic Club,0.02,0.43,Saved,28,Right Foot,Volley,Iñaki Williams,Pass (Live),Óscar de Marcos,Pass (Live)
1977,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,25,Oihan Sancet,Athletic Club,0.04,,Off Target,23,Left Foot,,Iker Muniain,Pass (Live),Nico Williams,Pass (Live)
1978,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,44,Oihan Sancet,Athletic Club,0.06,,Off Target,25,Right Foot,,Nico Williams,Pass (Live),Álex Berenguer,Pass (Live)
1979,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,47,Antoine Griezmann,Atlético Madrid,0.23,0.77,Goal,15,Right Foot,,Álvaro Morata,Pass (Live),Nahuel Molina,Pass (Live)
1980,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,52,Geoffrey Kondogbia,Atlético Madrid,0.03,,Off Target,23,Left Foot,,Rodrigo De Paul,Pass (Live),,
1981,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,61,Antoine Griezmann,Atlético Madrid,0.09,,Off Target,14,Left Foot,Volley,Nahuel Molina,Pass (Live),Rodrigo De Paul,Pass (Live)
1982,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,62,Iñaki Williams,Athletic Club,0.06,,Off Target,12,Head,,Nico Williams,Pass (Live),Mikel Vesga,Pass (Live)
1983,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,84,Raúl García,Athletic Club,0.02,0.16,Saved,11,Head,,Yeray Álvarez,Pass (Live),Oier Zarraga,Pass (Live)
1984,ESP-La Liga,2223,2022-10-15 Athletic Club-Atlético Madrid,86,Álex Berenguer,Athletic Club,0.05,,Off Target,27,Right Foot,Free kick,Raúl García,Fouled,Mikel Vesga,Pass (Live)
